"NATMON_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","BLR","Belarus","2017","2017",15.23234,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","BLR","Belarus","2018","2018",14.7965,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","BLR","Belarus","2019","2019",14.42213,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","BLR","Belarus","2020","2020",14.27358,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","BLR","Belarus","2021","2021",14.23576,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","BLR","Belarus","2022","2022",13.91798,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","HUN","Hungary","2017","2017",14.91645,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","HUN","Hungary","2018","2018",14.86758,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","HUN","Hungary","2019","2019",14.72406,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","HUN","Hungary","2020","2020",14.74482,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","HUN","Hungary","2021","2021",14.73847,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40030","Middle income countries","2017","2017",12.11809,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40030","Middle income countries","2018","2018",12.13422,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40030","Middle income countries","2019","2019",12.17852,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40030","Middle income countries","2020","2020",12.3857,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40030","Middle income countries","2021","2021",12.50691,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40030","Middle income countries","2022","2022",12.68195,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","LKA","Sri Lanka","2017","2017",13.84747,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","LKA","Sri Lanka","2018","2018",14.02978,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40505","Central Asia","2017","2017",12.7654,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40505","Central Asia","2018","2018",12.85327,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40505","Central Asia","2019","2019",13.04537,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40505","Central Asia","2020","2020",12.95203,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40505","Central Asia","2021","2021",13.04789,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40505","Central Asia","2022","2022",13.07705,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","CPV","Cabo Verde","2017","2017",12.43094,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","CPV","Cabo Verde","2018","2018",12.16748,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","LAO","Lao People's Democratic Republic","2017","2017",11.22845,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","LAO","Lao People's Democratic Republic","2018","2018",10.86178,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","LAO","Lao People's Democratic Republic","2019","2019",10.73067,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","LAO","Lao People's Democratic Republic","2020","2020",10.36781,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","IRN","Iran (Islamic Republic of)","2017","2017",14.65385,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","IRN","Iran (Islamic Republic of)","2020","2020",14.06775,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","CZE","Czechia","2017","2017",15.95336,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","CZE","Czechia","2018","2018",15.60973,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","CZE","Czechia","2019","2019",15.57077,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","CZE","Czechia","2020","2020",15.58689,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","CZE","Czechia","2021","2021",15.79063,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40535","South and West Asia","2017","2017",11.16549,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40535","South and West Asia","2018","2018",10.99643,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40535","South and West Asia","2019","2019",10.99246,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40535","South and West Asia","2020","2020",11.31686,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40535","South and West Asia","2021","2021",11.53943,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40535","South and West Asia","2022","2022",11.88714,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","COL","Colombia","2017","2017",14.47853,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","COL","Colombia","2018","2018",14.39854,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","COL","Colombia","2019","2019",14.32801,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","COL","Colombia","2020","2020",14.08671,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","COL","Colombia","2021","2021",14.2067,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","COL","Colombia","2022","2022",14.03887,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","USA","United States of America","2017","2017",17.34075,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","USA","United States of America","2018","2018",17.32986,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","USA","United States of America","2019","2019",17.35239,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","USA","United States of America","2020","2020",17.32647,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","USA","United States of America","2021","2021",17.26275,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","USA","United States of America","2022","2022",16.8248,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","MOZ","Mozambique","2017","2017",9.88063,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","BRN","Brunei Darussalam","2017","2017",14.51861,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","BRN","Brunei Darussalam","2018","2018",14.3637,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","BRN","Brunei Darussalam","2019","2019",14.23845,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","BRN","Brunei Darussalam","2020","2020",14.17734,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","ESP","Spain","2017","2017",17.06411,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","ESP","Spain","2018","2018",17.06297,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","ESP","Spain","2019","2019",16.99622,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","ESP","Spain","2020","2020",16.92847,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","ESP","Spain","2021","2021",17.20244,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40650","Oceania","2017","2017",16.38897,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40650","Oceania","2018","2018",15.66905,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40650","Oceania","2019","2019",16.20526,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40650","Oceania","2020","2020",15.87943,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40650","Oceania","2021","2021",15.93973,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40650","Oceania","2022","2022",15.8729,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","UKR","Ukraine","2017","2017",13.90827,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","UKR","Ukraine","2018","2018",13.86776,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","UKR","Ukraine","2019","2019",13.95524,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","UKR","Ukraine","2020","2020",13.77739,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","UKR","Ukraine","2021","2021",13.54051,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","MAC","China, Macao Special Administrative Region","2017","2017",16.37515,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","MAC","China, Macao Special Administrative Region","2018","2018",15.57616,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","MAC","China, Macao Special Administrative Region","2019","2019",15.2303,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","MAC","China, Macao Special Administrative Region","2020","2020",15.15287,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","MAC","China, Macao Special Administrative Region","2021","2021",15.43617,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","MAC","China, Macao Special Administrative Region","2022","2022",16.07115,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","GHA","Ghana","2017","2017",10.7045,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","GHA","Ghana","2018","2018",10.72536,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","GHA","Ghana","2019","2019",11.11997,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","GHA","Ghana","2020","2020",11.30471,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","GHA","Ghana","2021","2021",11.4823,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","GHA","Ghana","2022","2022",11.31787,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","LCA","Saint Lucia","2017","2017",12.97766,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","LCA","Saint Lucia","2018","2018",12.93203,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","LCA","Saint Lucia","2019","2019",12.12052,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","LCA","Saint Lucia","2020","2020",12.09832,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","LCA","Saint Lucia","2022","2022",12.05116,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","MDA","Republic of Moldova","2017","2017",14.02159,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","MDA","Republic of Moldova","2018","2018",14.11803,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","MDA","Republic of Moldova","2019","2019",14.25891,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","MDA","Republic of Moldova","2020","2020",14.20628,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","MDA","Republic of Moldova","2021","2021",14.39,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","MDA","Republic of Moldova","2022","2022",14.443,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40612","Central Asia","2017","2017",12.65502,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40612","Central Asia","2018","2018",12.73106,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40612","Central Asia","2019","2019",12.85795,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40612","Central Asia","2020","2020",12.82796,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40612","Central Asia","2021","2021",12.8442,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40612","Central Asia","2022","2022",12.89107,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","VGB","British Virgin Islands","2021","2021",16.30032,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","VGB","British Virgin Islands","2022","2022",13.40863,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","CAN","Canada","2017","2017",16.51124,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","CAN","Canada","2018","2018",16.43121,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","CAN","Canada","2019","2019",16.43435,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","CAN","Canada","2020","2020",16.47273,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","CAN","Canada","2021","2021",16.53594,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","BGD","Bangladesh","2017","2017",10.65233,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","BGD","Bangladesh","2018","2018",11.15711,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","BGD","Bangladesh","2020","2020",11.50172,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","LUX","Luxembourg","2017","2017",13.98403,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","LUX","Luxembourg","2018","2018",14.05132,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","LUX","Luxembourg","2019","2019",14.12903,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","LUX","Luxembourg","2020","2020",14.11478,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","LUX","Luxembourg","2021","2021",14.08836,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","SVN","Slovenia","2017","2017",16.75787,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","SVN","Slovenia","2018","2018",16.72535,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","SVN","Slovenia","2019","2019",16.56487,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","SVN","Slovenia","2020","2020",16.49482,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","SVN","Slovenia","2021","2021",16.58584,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","SVN","Slovenia","2022","2022",16.66216,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","SAU","Saudi Arabia","2017","2017",15.04058,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","SAU","Saudi Arabia","2018","2018",15.21622,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","SAU","Saudi Arabia","2019","2019",15.54208,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","SAU","Saudi Arabia","2020","2020",15.38368,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","SAU","Saudi Arabia","2021","2021",15.48644,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","SAU","Saudi Arabia","2022","2022",16.3838,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","GRC","Greece","2017","2017",18.85395,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","GRC","Greece","2018","2018",19.2205,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","GRC","Greece","2019","2019",19.76819,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","GRC","Greece","2020","2020",19.82952,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","GRC","Greece","2021","2021",20.19032,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","ECU","Ecuador","2018","2018",14.4489,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","ECU","Ecuador","2019","2019",14.16719,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","ECU","Ecuador","2020","2020",14.44118,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","ITA","Italy","2017","2017",15.86068,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","ITA","Italy","2018","2018",15.98814,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","ITA","Italy","2019","2019",16.02843,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","ITA","Italy","2020","2020",16.09837,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","ITA","Italy","2021","2021",16.20886,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","BHR","Bahrain","2017","2017",16.91294,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","BHR","Bahrain","2018","2018",16.58231,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","BHR","Bahrain","2019","2019",16.98129,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","BHR","Bahrain","2022","2022",17.00641,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","LSO","Lesotho","2017","2017",10.97591,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","THA","Thailand","2020","2020",15.70824,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","EST","Estonia","2017","2017",16.60347,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","EST","Estonia","2018","2018",16.55525,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","EST","Estonia","2019","2019",16.5579,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","EST","Estonia","2020","2020",16.61121,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","EST","Estonia","2021","2021",16.80972,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","EST","Estonia","2022","2022",16.85848,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40630","Latin America and the Caribbean","2017","2017",15.01532,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40630","Latin America and the Caribbean","2018","2018",15.08706,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40630","Latin America and the Caribbean","2019","2019",15.14667,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40630","Latin America and the Caribbean","2020","2020",15.229,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40630","Latin America and the Caribbean","2021","2021",15.33639,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40630","Latin America and the Caribbean","2022","2022",15.32868,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40618","Central and Southern Asia","2017","2017",11.4057,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40618","Central and Southern Asia","2018","2018",10.85202,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40618","Central and Southern Asia","2019","2019",10.95065,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40618","Central and Southern Asia","2020","2020",11.13595,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40618","Central and Southern Asia","2021","2021",11.30518,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40618","Central and Southern Asia","2022","2022",11.69901,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40334","Least Developed Countries","2017","2017",8.90789,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40334","Least Developed Countries","2018","2018",9.04105,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40334","Least Developed Countries","2019","2019",9.12944,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","MDG","Madagascar","2018","2018",9.82464,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","MDG","Madagascar","2019","2019",9.27724,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","NOR","Norway","2017","2017",18.78519,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","NOR","Norway","2018","2018",18.87774,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","NOR","Norway","2019","2019",18.96408,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","NOR","Norway","2020","2020",19.07895,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","NOR","Norway","2021","2021",19.52136,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","NPL","Nepal","2017","2017",12.41463,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","NPL","Nepal","2019","2019",12.55796,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","NPL","Nepal","2020","2020",12.46627,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40520","Latin America and the Caribbean","2017","2017",14.20786,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40520","Latin America and the Caribbean","2018","2018",14.23803,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40520","Latin America and the Caribbean","2019","2019",14.23359,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40520","Latin America and the Caribbean","2020","2020",14.21126,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40520","Latin America and the Caribbean","2021","2021",14.14921,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40520","Latin America and the Caribbean","2022","2022",14.14979,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","HKG","China, Hong Kong Special Administrative Region","2017","2017",16.55104,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","HKG","China, Hong Kong Special Administrative Region","2018","2018",16.84246,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","HKG","China, Hong Kong Special Administrative Region","2019","2019",16.93955,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","HKG","China, Hong Kong Special Administrative Region","2020","2020",17.12826,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","HKG","China, Hong Kong Special Administrative Region","2021","2021",17.56233,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","HKG","China, Hong Kong Special Administrative Region","2022","2022",17.33457,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","BEN","Benin","2020","2020",9.46247,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","BEN","Benin","2021","2021",9.60493,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","FRA","France","2017","2017",15.39769,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","FRA","France","2018","2018",15.49095,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","FRA","France","2019","2019",15.50574,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","FRA","France","2020","2020",15.54038,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","FRA","France","2021","2021",15.58458,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","FRA","France","2022","2022",15.61709,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","AFG","Afghanistan","2018","2018",12.96442,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40525","Arab States","2017","2017",11.32022,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40525","Arab States","2018","2018",11.49056,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40525","Arab States","2019","2019",11.63272,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40525","Arab States","2020","2020",11.70201,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40525","Arab States","2021","2021",11.76952,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","CHE","Switzerland","2017","2017",16.15349,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","CHE","Switzerland","2018","2018",16.24296,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","CHE","Switzerland","2019","2019",16.34182,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","CHE","Switzerland","2020","2020",16.46333,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","CHE","Switzerland","2021","2021",16.67786,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","CHE","Switzerland","2022","2022",16.79875,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","PHL","Philippines","2017","2017",12.44195,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","PHL","Philippines","2018","2018",12.43434,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","PHL","Philippines","2019","2019",12.64123,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","PHL","Philippines","2020","2020",12.37481,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","GTM","Guatemala","2019","2019",10.6469,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","PAK","Pakistan","2017","2017",7.65513,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","PAK","Pakistan","2018","2018",7.95126,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","PAK","Pakistan","2019","2019",8.17716,"‡","UIS Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","HRV","Croatia","2017","2017",14.70589,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","HRV","Croatia","2018","2018",14.73092,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","HRV","Croatia","2019","2019",14.66767,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","HRV","Croatia","2020","2020",14.66011,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","HRV","Croatia","2021","2021",14.72341,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","BDI","Burundi","2017","2017",10.4845,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","BDI","Burundi","2018","2018",10.34485,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40043","Upper middle income countries","2017","2017",14.46576,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40043","Upper middle income countries","2018","2018",14.59896,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40043","Upper middle income countries","2019","2019",14.77861,,
